prolificID,expName,t,trial,session,s,choice,outcome,destroyed,ff1,ff2,p1,p2,chosen_ff,chosen_s,model
610a1655e385fd7341e12778,FullPilot12,10,10,1,"(500, 500)",1,500,0,-1.0,0.0,0.12,0.5,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,11,11,1,"(500, 500)",1,500,0,-0.5,-0.25,0.27,0.38,-0.5,500,True
610a1655e385fd7341e12778,FullPilot12,12,12,1,"(500, 500)",1,500,0,0.5,0.75,0.73,0.82,0.5,500,True
610a1655e385fd7341e12778,FullPilot12,13,13,1,"(500, 500)",1,500,1,-0.75,0.75,0.18,0.82,-0.75,500,True
610a1655e385fd7341e12778,FullPilot12,14,14,1,"(500, 500)",1,500,1,0.75,-0.25,0.82,0.38,0.75,500,True
610a1655e385fd7341e12778,FullPilot12,15,15,1,"(500, 500)",1,500,0,-0.25,-1.0,0.38,0.12,-0.25,500,True
610a1655e385fd7341e12778,FullPilot12,16,16,1,"(500, 500)",1,500,0,-1.0,0.25,0.12,0.62,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,17,17,1,"(500, 500)",1,500,1,0.75,0.0,0.82,0.5,0.75,500,True
610a1655e385fd7341e12778,FullPilot12,18,18,1,"(500, 500)",1,500,0,-1.0,1.0,0.12,0.88,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,19,19,1,"(500, 500)",1,500,0,0.0,0.75,0.5,0.82,0.0,500,True
610a1655e385fd7341e12778,FullPilot12,20,20,1,"(500, 500)",1,500,1,1.0,0.75,0.88,0.82,1.0,500,True
610a1655e385fd7341e12778,FullPilot12,21,21,1,"(500, 500)",1,500,0,0.0,-0.75,0.5,0.18,0.0,500,True
610a1655e385fd7341e12778,FullPilot12,22,22,1,"(500, 500)",1,500,1,1.0,0.0,0.88,0.5,1.0,500,True
610a1655e385fd7341e12778,FullPilot12,23,23,1,"(500, 500)",1,500,1,0.0,-0.25,0.5,0.38,0.0,500,True
610a1655e385fd7341e12778,FullPilot12,24,24,1,"(500, 500)",1,500,1,-0.5,0.75,0.27,0.82,-0.5,500,True
610a1655e385fd7341e12778,FullPilot12,25,25,1,"(500, 500)",1,500,0,-0.25,0.5,0.38,0.73,-0.25,500,True
610a1655e385fd7341e12778,FullPilot12,26,26,1,"(500, 500)",1,500,0,-0.5,0.25,0.27,0.62,-0.5,500,True
610a1655e385fd7341e12778,FullPilot12,27,27,1,"(500, 500)",1,500,0,-0.5,1.0,0.27,0.88,-0.5,500,True
610a1655e385fd7341e12778,FullPilot12,28,28,1,"(500, 500)",1,500,1,0.5,1.0,0.73,0.88,0.5,500,True
610a1655e385fd7341e12778,FullPilot12,29,29,1,"(500, 500)",1,500,1,1.0,0.25,0.88,0.62,1.0,500,True
610a1655e385fd7341e12778,FullPilot12,30,30,1,"(500, 500)",1,500,0,0.0,1.0,0.5,0.88,0.0,500,True
610a1655e385fd7341e12778,FullPilot12,31,31,1,"(500, 500)",1,500,0,-1.0,-0.25,0.12,0.38,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,32,32,1,"(500, 500)",1,500,0,-1.0,-0.75,0.12,0.18,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,33,33,1,"(500, 500)",1,500,1,0.5,-0.75,0.73,0.18,0.5,500,True
610a1655e385fd7341e12778,FullPilot12,34,34,1,"(500, 500)",1,500,1,-1.0,0.75,0.12,0.82,-1.0,500,True
610a1655e385fd7341e12778,FullPilot12,35,35,1,"(500, 500)",1,500,1,1.0,-0.75,0.88,0.18,1.0,500,True
610a1655e385fd7341e12778,FullPilot12,36,36,1,"(500, 500)",1,500,0,0.25,-0.25,0.62,0.38,0.25,500,True
610a1655e385fd7341e12778,FullPilot12,37,37,1,"(500, 500)",1,500,0,0.25,-0.75,0.62,0.18,0.25,500,True
610a1655e385fd7341e12778,FullPilot12,38,38,1,"(500, 500)",1,500,0,-0.5,0.5,0.27,0.73,-0.5,500,True
610a1655e385fd7341e12778,FullPilot12,39,39,1,"(500, 500)",1,500,0,-0.75,-0.25,0.18,0.38,-0.75,500,True
610a1655e385fd7341e12778,FullPilot12,40,40,1,"(500, 500)",1,500,0,-0.75,0.25,0.18,0.62,-0.75,500,True
610a1655e385fd7341e12778,FullPilot12,41,41,1,"(500, 500)",1,500,0,0.5,0.0,0.73,0.5,0.5,500,True
610a1655e385fd7341e12778,FullPilot12,42,42,1,"(500, 500)",1,500,1,0.0,0.25,0.5,0.62,0.0,500,True
610a1655e385fd7341e12778,FullPilot12,43,43,1,"(500, 500)",1,500,0,-0.75,1.0,0.18,0.88,-0.75,500,True
610a1655e385fd7341e12778,FullPilot12,44,44,1,"(500, 500)",1,500,1,0.75,1.0,0.82,0.88,0.75,500,True
610a1655e385fd7341e12778,FullPilot12,45,45,1,"(500, 500)",1,500,1,0.5,-1.0,0.73,0.12,0.5,500,True
610a1655e385fd7341e12778,FullPilot12,46,46,1,"(500, 500)",1,500,1,1.0,-1.0,0.88,0.12,1.0,500,True
610a1655e385fd7341e12778,FullPilot12,47,47,1,"(500, 500)",1,500,0,0.75,0.5,0.82,0.73,0.75,500,True
610a1655e385fd7341e12778,FullPilot12,0,0,2,"(620, 280)",1,654,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,1,1,2,"(620, 380)",1,622,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,2,2,2,"(620, 280)",1,615,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,3,3,2,"(620, 720)",2,750,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,4,4,2,"(720, 280)",1,725,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,5,5,2,"(620, 720)",2,715,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,6,6,2,"(620, 380)",1,625,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,7,7,2,"(380, 280)",1,379,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,8,8,2,"(620, 380)",1,641,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,9,9,2,"(620, 380)",1,590,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,10,10,2,"(720, 280)",1,709,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,11,11,2,"(620, 280)",1,580,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,12,12,2,"(720, 280)",1,731,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,13,13,2,"(380, 720)",2,682,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,14,14,2,"(380, 720)",2,747,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,15,15,2,"(380, 280)",1,382,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,16,16,2,"(380, 280)",1,418,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,17,17,2,"(620, 380)",1,586,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,18,18,2,"(620, 380)",1,652,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,19,19,2,"(720, 280)",1,750,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,20,20,2,"(620, 720)",2,712,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,21,21,2,"(620, 380)",1,581,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,22,22,2,"(720, 280)",1,732,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,23,23,2,"(620, 720)",2,716,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,24,24,2,"(720, 280)",1,701,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,25,25,2,"(620, 380)",1,644,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,26,26,2,"(620, 720)",2,754,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,27,27,2,"(380, 720)",2,751,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,28,28,2,"(620, 280)",1,636,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,29,29,2,"(620, 280)",1,648,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,30,30,2,"(720, 280)",1,755,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,31,31,2,"(380, 280)",1,361,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,32,32,2,"(620, 280)",1,603,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,33,33,2,"(380, 280)",1,378,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,34,34,2,"(380, 720)",2,706,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,35,35,2,"(720, 280)",1,735,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,36,36,2,"(380, 280)",1,387,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,37,37,2,"(380, 720)",2,747,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,38,38,2,"(380, 280)",1,354,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,39,39,2,"(380, 720)",2,700,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,40,40,2,"(620, 720)",2,706,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,41,41,2,"(380, 720)",2,727,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,42,42,2,"(380, 720)",2,753,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,43,43,2,"(620, 280)",1,609,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,44,44,2,"(620, 720)",2,740,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,45,45,2,"(380, 280)",1,355,1,,,1.0,1.0,,380,True
610a1655e385fd7341e12778,FullPilot12,46,46,2,"(620, 720)",2,729,1,,,1.0,1.0,,720,True
610a1655e385fd7341e12778,FullPilot12,47,47,2,"(620, 280)",1,586,1,,,1.0,1.0,,620,True
610a1655e385fd7341e12778,FullPilot12,0,0,3,"(620, 380)",1,585,1,0.75,0.0,0.82,0.5,0.75,620,True
610a1655e385fd7341e12778,FullPilot12,1,1,3,"(280, 280)",1,240,1,-0.25,-0.5,0.38,0.27,-0.25,280,True
610a1655e385fd7341e12778,FullPilot12,2,2,3,"(720, 280)",2,240,1,-1.0,0.75,0.12,0.82,0.75,280,True
610a1655e385fd7341e12778,FullPilot12,3,3,3,"(620, 380)",1,639,1,0.5,0.25,0.73,0.62,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,4,4,3,"(720, 280)",1,733,1,0.5,0.25,0.73,0.62,0.5,720,True
610a1655e385fd7341e12778,FullPilot12,5,5,3,"(620, 380)",1,616,1,0.75,-1.0,0.82,0.12,0.75,620,True
610a1655e385fd7341e12778,FullPilot12,6,6,3,"(620, 380)",1,652,1,0.5,0.0,0.73,0.5,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,7,7,3,"(720, 280)",1,733,1,0.25,-1.0,0.62,0.12,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,8,8,3,"(720, 280)",1,741,1,0.25,-0.5,0.62,0.27,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,9,9,3,"(620, 380)",1,645,0,0.75,-0.25,0.82,0.38,0.75,620,True
610a1655e385fd7341e12778,FullPilot12,10,10,3,"(720, 280)",1,708,1,0.75,-0.25,0.82,0.38,0.75,720,True
610a1655e385fd7341e12778,FullPilot12,11,11,3,"(620, 380)",1,634,1,0.75,-0.25,0.82,0.38,0.75,620,True
610a1655e385fd7341e12778,FullPilot12,12,12,3,"(620, 620)",1,628,0,0.5,-1.0,0.73,0.12,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,13,13,3,"(720, 280)",2,248,1,-1.0,0.5,0.12,0.73,0.5,280,True
610a1655e385fd7341e12778,FullPilot12,14,14,3,"(620, 380)",1,628,0,-0.5,-0.75,0.27,0.18,-0.5,620,True
610a1655e385fd7341e12778,FullPilot12,15,15,3,"(720, 280)",1,699,1,0.5,-0.75,0.73,0.18,0.5,720,True
610a1655e385fd7341e12778,FullPilot12,16,16,3,"(720, 280)",1,730,0,-0.75,-0.25,0.18,0.38,-0.75,720,True
610a1655e385fd7341e12778,FullPilot12,17,17,3,"(280, 280)",1,297,1,0.0,-0.25,0.5,0.38,0.0,280,True
610a1655e385fd7341e12778,FullPilot12,18,18,3,"(620, 380)",1,637,1,0.0,-0.25,0.5,0.38,0.0,620,True
610a1655e385fd7341e12778,FullPilot12,19,19,3,"(720, 280)",1,686,0,0.0,-0.5,0.5,0.27,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,20,20,3,"(620, 380)",2,359,1,-0.5,1.0,0.27,0.88,1.0,380,True
610a1655e385fd7341e12778,FullPilot12,21,21,3,"(620, 380)",2,415,1,-0.5,1.0,0.27,0.88,1.0,380,True
610a1655e385fd7341e12778,FullPilot12,22,22,3,"(720, 720)",1,728,0,0.75,-1.0,0.82,0.12,0.75,720,True
610a1655e385fd7341e12778,FullPilot12,23,23,3,"(720, 280)",1,728,1,1.0,-0.5,0.88,0.27,1.0,720,True
610a1655e385fd7341e12778,FullPilot12,24,24,3,"(720, 280)",1,707,1,1.0,-0.25,0.88,0.38,1.0,720,True
610a1655e385fd7341e12778,FullPilot12,25,25,3,"(720, 280)",2,291,1,-0.75,0.75,0.18,0.82,0.75,280,True
610a1655e385fd7341e12778,FullPilot12,26,26,3,"(620, 380)",1,584,1,1.0,-0.5,0.88,0.27,1.0,620,True
610a1655e385fd7341e12778,FullPilot12,27,27,3,"(720, 280)",1,722,1,-0.5,0.25,0.27,0.62,-0.5,720,True
610a1655e385fd7341e12778,FullPilot12,28,28,3,"(620, 380)",1,627,1,0.25,-0.25,0.62,0.38,0.25,620,True
610a1655e385fd7341e12778,FullPilot12,29,29,3,"(620, 380)",2,370,1,-0.75,1.0,0.18,0.88,1.0,380,True
610a1655e385fd7341e12778,FullPilot12,30,30,3,"(620, 380)",1,630,0,-0.25,0.25,0.38,0.62,-0.25,620,True
610a1655e385fd7341e12778,FullPilot12,31,31,3,"(720, 280)",1,703,0,0.0,-1.0,0.5,0.12,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,32,32,3,"(620, 380)",1,583,0,0.5,0.0,0.73,0.5,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,33,33,3,"(720, 280)",1,706,1,-0.25,-0.75,0.38,0.18,-0.25,720,True
610a1655e385fd7341e12778,FullPilot12,34,34,3,"(280, 280)",1,318,1,0.75,0.0,0.82,0.5,0.75,280,True
610a1655e385fd7341e12778,FullPilot12,35,35,3,"(620, 380)",2,407,1,-0.75,1.0,0.18,0.88,1.0,380,True
610a1655e385fd7341e12778,FullPilot12,36,36,3,"(720, 280)",1,735,1,0.0,-0.75,0.5,0.18,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,37,37,3,"(720, 280)",2,263,1,-1.0,-0.25,0.12,0.38,-0.25,280,True
610a1655e385fd7341e12778,FullPilot12,38,38,3,"(720, 280)",2,255,0,-0.75,0.75,0.18,0.82,0.75,280,True
610a1655e385fd7341e12778,FullPilot12,39,39,3,"(720, 280)",1,738,0,0.25,-1.0,0.62,0.12,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,40,40,3,"(720, 280)",1,711,1,0.25,-1.0,0.62,0.12,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,41,41,3,"(720, 280)",1,711,1,-0.25,0.0,0.38,0.5,-0.25,720,True
610a1655e385fd7341e12778,FullPilot12,42,42,3,"(620, 380)",1,657,0,-0.25,-0.75,0.38,0.18,-0.25,620,True
610a1655e385fd7341e12778,FullPilot12,43,43,3,"(720, 280)",1,735,1,0.25,0.5,0.62,0.73,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,44,44,3,"(720, 720)",1,735,0,-1.0,-0.25,0.12,0.38,-1.0,720,True
610a1655e385fd7341e12778,FullPilot12,45,45,3,"(620, 380)",1,623,1,-0.25,-0.5,0.38,0.27,-0.25,620,True
610a1655e385fd7341e12778,FullPilot12,46,46,3,"(720, 280)",1,735,1,0.75,0.5,0.82,0.73,0.75,720,True
610a1655e385fd7341e12778,FullPilot12,47,47,3,"(720, 280)",1,720,1,0.0,-0.75,0.5,0.18,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,48,48,3,"(620, 380)",1,605,1,0.0,-0.75,0.5,0.18,0.0,620,True
610a1655e385fd7341e12778,FullPilot12,49,49,3,"(620, 380)",1,605,1,0.75,1.0,0.82,0.88,0.75,620,True
610a1655e385fd7341e12778,FullPilot12,50,50,3,"(720, 280)",1,710,0,-0.5,0.25,0.27,0.62,-0.5,720,True
610a1655e385fd7341e12778,FullPilot12,51,51,3,"(720, 280)",1,708,1,0.75,0.25,0.82,0.62,0.75,720,True
610a1655e385fd7341e12778,FullPilot12,52,52,3,"(620, 380)",1,607,0,0.0,0.25,0.5,0.62,0.0,620,True
610a1655e385fd7341e12778,FullPilot12,53,53,3,"(720, 280)",1,705,1,0.0,0.25,0.5,0.62,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,54,54,3,"(620, 380)",2,350,1,-0.75,0.75,0.18,0.82,0.75,380,True
610a1655e385fd7341e12778,FullPilot12,55,55,3,"(620, 380)",1,657,1,0.5,-0.25,0.73,0.38,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,56,56,3,"(620, 380)",1,605,0,0.0,0.75,0.5,0.82,0.0,620,True
610a1655e385fd7341e12778,FullPilot12,57,57,3,"(720, 280)",1,705,1,1.0,0.25,0.88,0.62,1.0,720,True
610a1655e385fd7341e12778,FullPilot12,58,58,3,"(720, 280)",1,708,1,1.0,0.5,0.88,0.73,1.0,720,True
610a1655e385fd7341e12778,FullPilot12,59,59,3,"(620, 380)",1,653,1,-0.25,-1.0,0.38,0.12,-0.25,620,True
610a1655e385fd7341e12778,FullPilot12,60,60,3,"(720, 280)",1,693,1,0.25,-0.75,0.62,0.18,0.25,720,True
610a1655e385fd7341e12778,FullPilot12,61,61,3,"(720, 280)",1,715,0,0.0,-1.0,0.5,0.12,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,62,62,3,"(720, 280)",1,728,0,0.0,0.25,0.5,0.62,0.0,720,True
610a1655e385fd7341e12778,FullPilot12,63,63,3,"(720, 280)",1,721,0,0.75,1.0,0.82,0.88,0.75,720,True
610a1655e385fd7341e12778,FullPilot12,64,64,3,"(720, 280)",2,284,1,-1.0,1.0,0.12,0.88,1.0,280,True
610a1655e385fd7341e12778,FullPilot12,65,65,3,"(620, 380)",2,409,1,-1.0,1.0,0.12,0.88,1.0,380,True
610a1655e385fd7341e12778,FullPilot12,66,66,3,"(620, 380)",1,636,0,-0.75,-0.5,0.18,0.27,-0.75,620,True
610a1655e385fd7341e12778,FullPilot12,67,67,3,"(620, 380)",2,341,1,-0.75,0.25,0.18,0.62,0.25,380,True
610a1655e385fd7341e12778,FullPilot12,68,68,3,"(620, 380)",2,373,1,-1.0,0.75,0.12,0.82,0.75,380,True
610a1655e385fd7341e12778,FullPilot12,69,69,3,"(620, 380)",2,373,1,-0.25,0.5,0.38,0.73,0.5,380,True
610a1655e385fd7341e12778,FullPilot12,70,70,3,"(620, 380)",1,641,1,0.5,-0.25,0.73,0.38,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,71,71,3,"(620, 380)",2,341,0,-0.75,0.25,0.18,0.62,0.25,380,True
610a1655e385fd7341e12778,FullPilot12,72,72,3,"(720, 280)",1,719,1,1.0,0.0,0.88,0.5,1.0,720,True
610a1655e385fd7341e12778,FullPilot12,73,73,3,"(620, 380)",1,644,1,1.0,0.0,0.88,0.5,1.0,620,True
610a1655e385fd7341e12778,FullPilot12,74,74,3,"(720, 280)",1,713,1,0.5,1.0,0.73,0.88,0.5,720,True
610a1655e385fd7341e12778,FullPilot12,75,75,3,"(620, 380)",1,596,1,0.5,1.0,0.73,0.88,0.5,620,True
610a1655e385fd7341e12778,FullPilot12,76,76,3,"(720, 280)",1,690,0,-0.75,-1.0,0.18,0.12,-0.75,720,True
610a1655e385fd7341e12778,FullPilot12,77,77,3,"(620, 380)",1,596,1,1.0,-1.0,0.88,0.12,1.0,620,True
610a1655e385fd7341e12778,FullPilot12,78,78,3,"(620, 380)",1,591,0,1.0,0.0,0.88,0.5,1.0,620,True
610a1655e385fd7341e12778,FullPilot12,79,79,3,"(620, 380)",1,637,0,-0.5,-0.75,0.27,0.18,-0.5,620,True
610a1655e385fd7341e12778,FullPilot12,80,80,3,"(620, 380)",1,620,1,0.25,0.75,0.62,0.82,0.25,620,True
